CID	X	Y	CellType	CellTypeName	Region	Dist2Interface
HumanMelanomaPatient1__cell_63679	3603.57928558482	-5124.02069542802	Endothelial	Endothelial cells	Tumor	354.865461805537
HumanMelanomaPatient1__cell_63687	3589.59794405911	-5125.99408983933	Endothelial	Endothelial cells	Tumor	352.894943073154
HumanMelanomaPatient1__cell_63726	3455.12118041876	-5133.13331766739	Endothelial	Endothelial cells	Inner margin	238.629407398258
HumanMelanomaPatient1__cell_63734	3586.95930465808	-5136.3606224618	Endothelial	Endothelial cells	Tumor	362.269975269158
HumanMelanomaPatient1__cell_63748	3467.00539116636	-5143.01346807332	Endothelial	Endothelial cells	Tumor	251.785949576508
HumanMelanomaPatient1__cell_63753	3485.41836190168	-5142.96224521646	Endothelial	Endothelial cells	Tumor	270.098404112923
HumanMelanomaPatient1__cell_63761	3671.13446909799	-5144.18938834468	Endothelial	Endothelial cells	Tumor	397.67699156009
HumanMelanomaPatient1__cell_63768	3479.682304552	-5147.56877213442	Endothelial	Endothelial cells	Tumor	264.891468854873
HumanMelanomaPatient1__cell_63773	3675.94601008282	-5148.67107866139	Endothelial	Endothelial cells	Tumor	403.634662938124
HumanMelanomaPatient1__cell_63775	3631.89857266861	-5152.14047819076	Endothelial	Endothelial cells	Tumor	390.547644983823
HumanMelanomaPatient1__cell_63787	3545.64253563628	-5150.49098955747	Endothelial	Endothelial cells	Tumor	330.774342504233
HumanMelanomaPatient1__cell_63790	3519.16566971687	-5153.86671273961	Endothelial	Endothelial cells	Tumor	304.845374241268
HumanMelanomaPatient1__cell_63815	3527.25590883282	-5159.33147162191	Endothelial	Endothelial cells	Tumor	313.57593216534
HumanMelanomaPatient1__cell_63823	3530.36366686639	-5161.12082635334	Endothelial	Endothelial cells	Tumor	316.862427784682
HumanMelanomaPatient1__cell_64001	3694.5940682248	-5220.12692062021	Endothelial	Endothelial cells	Tumor	374.19467016216
HumanMelanomaPatient1__cell_64042	3698.88618647759	-5234.67980645048	Endothelial	Endothelial cells	Tumor	359.031273727125
HumanMelanomaPatient1__cell_64078	3763.75754690693	-5244.601417301	Endothelial	Endothelial cells	Tumor	334.687869128529
HumanMelanomaPatient1__cell_64086	3756.493817178	-5243.42256811157	Endothelial	Endothelial cells	Tumor	336.725054697167
HumanMelanomaPatient1__cell_64122	3756.85364013446	-5255.77692562881	Endothelial	Endothelial cells	Tumor	324.430852700833
HumanMelanomaPatient1__cell_64123	3762.80650463111	-5256.97171614608	Endothelial	Endothelial cells	Tumor	322.502732275565
HumanMelanomaPatient1__cell_64165	3767.93876606957	-5269.89758112548	Endothelial	Endothelial cells	Tumor	309.090071516823
HumanMelanomaPatient1__cell_64245	3693.51318893638	-5291.61211412892	Endothelial	Endothelial cells	Tumor	307.60650557632
HumanMelanomaPatient1__cell_64577	3745.88368218442	-5418.08513581692	Endothelial	Endothelial cells	Inner margin	170.722580626821
HumanMelanomaPatient1__cell_64602	3367.91216003619	-5419.09976028886	Endothelial	Endothelial cells	Inner margin	99.2785942180541
HumanMelanomaPatient1__cell_64606	3802.92371693676	-5425.80127205584	Endothelial	Endothelial cells	Inner margin	151.524140852588
HumanMelanomaPatient1__cell_64643	3747.66568590926	-5436.03925816816	Endothelial	Endothelial cells	Inner margin	153.595829004067
HumanMelanomaPatient1__cell_64675	3807.936388406	-5445.75187829392	Endothelial	Endothelial cells	Inner margin	131.776848330256
HumanMelanomaPatient1__cell_64684	3803.80800387836	-5448.63449068582	Endothelial	Endothelial cells	Inner margin	128.717141671258
HumanMelanomaPatient1__cell_64692	3741.07666648523	-5450.2901008875	Endothelial	Endothelial cells	Inner margin	143.972059202604
HumanMelanomaPatient1__cell_64716	3806.32025900973	-5461.20688309639	Endothelial	Endothelial cells	Inner margin	116.255689088595
HumanMelanomaPatient1__cell_64721	3811.05317443898	-5456.47729723174	Endothelial	Endothelial cells	Inner margin	121.310990798184
HumanMelanomaPatient1__cell_64722	3596.90630181358	-5457.56495160842	Endothelial	Endothelial cells	Inner margin	245.736171830174
HumanMelanomaPatient1__cell_64723	3619.05409449276	-5458.77675539218	Endothelial	Endothelial cells	Inner margin	225.912788258455
HumanMelanomaPatient1__cell_64746	3609.37222420152	-5464.40165886438	Endothelial	Endothelial cells	Inner margin	231.518628485544
HumanMelanomaPatient1__cell_64761	3602.51604125929	-5468.47623475202	Endothelial	Endothelial cells	Inner margin	235.688192440357
HumanMelanomaPatient1__cell_64772	3771.7845658892	-5471.35261023319	Endothelial	Endothelial cells	Inner margin	111.6086423174
HumanMelanomaPatient1__cell_64883	3796.62295926671	-5517.19673637794	Endothelial	Endothelial cells	Inner margin	60.209586983363
HumanMelanomaPatient1__cell_64902	3798.68585216196	-5525.92211768579	Endothelial	Endothelial cells	Inner margin	51.4005342599104
HumanMelanomaPatient1__cell_64904	3787.60850154043	-5524.83036212181	Endothelial	Endothelial cells	Inner margin	56.2607195766237
HumanMelanomaPatient1__cell_64958	3651.11286488538	-5085.96914450613	Endothelial	Endothelial cells	Tumor	336.365433280643
HumanMelanomaPatient1__cell_64972	3609.8448568667	-5117.7954612182	Endothelial	Endothelial cells	Tumor	350.856835924559
HumanMelanomaPatient1__cell_64987	3579.25980437186	-5131.73653818114	Endothelial	Endothelial cells	Tumor	355.966303456009
HumanMelanomaPatient1__cell_64994	3466.57242308724	-5134.98817540528	Endothelial	Endothelial cells	Tumor	250.228034436507
HumanMelanomaPatient1__cell_64995	3611.04118067282	-5136.25398640806	Endothelial	Endothelial cells	Tumor	368.774114892626
HumanMelanomaPatient1__cell_64999	3475.81474748385	-5138.2009404218	Endothelial	Endothelial cells	Tumor	259.8978142494
HumanMelanomaPatient1__cell_65003	3558.59151803788	-5142.29216308318	Endothelial	Endothelial cells	Tumor	342.206908653821
HumanMelanomaPatient1__cell_65006	3544.42294199511	-5146.45860531796	Endothelial	Endothelial cells	Tumor	328.888738621942
HumanMelanomaPatient1__cell_65009	3553.40421359133	-5146.96952737526	Endothelial	Endothelial cells	Tumor	337.828021989746
HumanMelanomaPatient1__cell_65013	3623.28905575591	-5149.8026499615	Endothelial	Endothelial cells	Tumor	385.483170318141
HumanMelanomaPatient1__cell_65016	3531.16435763096	-5151.51764025128	Endothelial	Endothelial cells	Tumor	316.488346627804
HumanMelanomaPatient1__cell_65021	3540.31527754311	-5155.47455911291	Endothelial	Endothelial cells	Tumor	326.034068387287
HumanMelanomaPatient1__cell_65063	3690.95311623122	-5203.88123672452	Endothelial	Endothelial cells	Tumor	390.762912163053
HumanMelanomaPatient1__cell_65100	3750.4606387161	-5241.71875873975	Endothelial	Endothelial cells	Tumor	339.246251750286
HumanMelanomaPatient1__cell_65107	3755.8972826649	-5248.97115831001	Endothelial	Endothelial cells	Tumor	331.303379038293
HumanMelanomaPatient1__cell_65129	3713.69048274988	-5278.39384619661	Endothelial	Endothelial cells	Tumor	312.878884083135
HumanMelanomaPatient1__cell_65132	3693.06307945193	-5280.14281047813	Endothelial	Endothelial cells	Tumor	318.380442783514
HumanMelanomaPatient1__cell_65144	3719.77549010174	-5290.28428944174	Endothelial	Endothelial cells	Tumor	299.68099002166
HumanMelanomaPatient1__cell_65156	3719.84880116559	-5303.39826348278	Endothelial	Endothelial cells	Tumor	287.217751075777
HumanMelanomaPatient1__cell_65163	3709.40824844626	-5303.65094147227	Endothelial	Endothelial cells	Tumor	290.522907597661
HumanMelanomaPatient1__cell_65178	3735.61486578871	-5327.81466693105	Endothelial	Endothelial cells	Tumor	259.11226796496
HumanMelanomaPatient1__cell_65194	3749.10989046884	-5345.27228572062	Endothelial	Endothelial cells	Inner margin	238.55599390495
HumanMelanomaPatient1__cell_65205	3762.86945482014	-5359.00667383783	Endothelial	Endothelial cells	Inner margin	221.860780677641
HumanMelanomaPatient1__cell_65207	3759.04839379031	-5358.18297859117	Endothelial	Endothelial cells	Inner margin	223.548864176377
HumanMelanomaPatient1__cell_65224	3769.63192667931	-5374.37313259764	Endothelial	Endothelial cells	Inner margin	205.392802827213
HumanMelanomaPatient1__cell_65241	3767.7426885022	-5390.88749223984	Endothelial	Endothelial cells	Inner margin	189.714657254512
HumanMelanomaPatient1__cell_65254	3764.14428570643	-5403.96983337164	Endothelial	Endothelial cells	Inner margin	177.978084527455
HumanMelanomaPatient1__cell_65258	3352.59129270378	-5409.14075097761	Endothelial	Endothelial cells	Inner margin	94.6819792266674
HumanMelanomaPatient1__cell_65283	3798.61186977343	-5442.73193560758	Endothelial	Endothelial cells	Inner margin	134.577998177604
HumanMelanomaPatient1__cell_65290	3745.69880146173	-5451.07522086828	Endothelial	Endothelial cells	Inner margin	141.039447307403
HumanMelanomaPatient1__cell_65294	3600.9849765628	-5453.34779815946	Endothelial	Endothelial cells	Inner margin	244.239710828631
HumanMelanomaPatient1__cell_65296	3587.78635377243	-5455.73499961005	Endothelial	Endothelial cells	Tumor	254.634096046198
HumanMelanomaPatient1__cell_65306	3811.96504968228	-5464.45126077244	Endothelial	Endothelial cells	Inner margin	113.462351367889
HumanMelanomaPatient1__cell_65309	3628.08216744178	-5465.3359294084	Endothelial	Endothelial cells	Inner margin	214.797775927608
HumanMelanomaPatient1__cell_65349	3436.55660608037	-5516.20136716641	Endothelial	Endothelial cells	Inner margin	142.310245690224
HumanMelanomaPatient1__cell_65357	3806.71901469387	-5528.33649872937	Endothelial	Endothelial cells	Inner margin	49.3979015109203
HumanMelanomaPatient1__cell_65358	3494.23048392351	-5531.32806039392	Endothelial	Endothelial cells	Inner margin	201.72891092491
HumanMelanomaPatient1__cell_65359	3804.09078498341	-5531.72758706759	Endothelial	Endothelial cells	Inner margin	45.7399597130387
HumanMelanomaPatient1__cell_65361	3502.01577066994	-5532.46934442701	Endothelial	Endothelial cells	Inner margin	209.590995937747
HumanMelanomaPatient1__cell_86087	3068.39329091928	-6371.09057993384	Endothelial	Endothelial cells	Outer margin	-48.6605154473431
HumanMelanomaPatient1__cell_86114	3061.18804700542	-6402.07389775554	Endothelial	Endothelial cells	Outer margin	-50.7898362359959
HumanMelanomaPatient1__cell_86115	3008.73555602645	-6404.95948356088	Endothelial	Endothelial cells	Outer margin	-103.183785037404
HumanMelanomaPatient1__cell_86119	3269.40256731083	-6406.10527382948	Endothelial	Endothelial cells	Inner margin	18.0994863681383
HumanMelanomaPatient1__cell_86120	3063.9289230214	-6410.12261690828	Endothelial	Endothelial cells	Outer margin	-49.1557639065687
HumanMelanomaPatient1__cell_86129	3192.73730858173	-6416.11716371986	Endothelial	Endothelial cells	Inner margin	49.1028843666835
HumanMelanomaPatient1__cell_86130	3069.7715770865	-6417.99458762677	Endothelial	Endothelial cells	Outer margin	-44.2452959698061
HumanMelanomaPatient1__cell_86134	3081.08146854126	-6420.88547874819	Endothelial	Endothelial cells	Inner margin	11.6735125902341
HumanMelanomaPatient1__cell_86147	3070.29624421863	-6428.87658806949	Endothelial	Endothelial cells	Outer margin	-45.7269089721074
HumanMelanomaPatient1__cell_86153	3080.64968095031	-6431.75988301162	Endothelial	Endothelial cells	Outer margin	-35.1841091386941
HumanMelanomaPatient1__cell_86163	3083.13680266184	-6443.5896847467	Endothelial	Endothelial cells	Outer margin	-33.6755865997639
HumanMelanomaPatient1__cell_86227	2928.81998839199	-6499.08042236197	Endothelial	Endothelial cells	Outer margin	-197.51700367724
HumanMelanomaPatient1__cell_86253	2968.37981593714	-6510.92616213093	Endothelial	Endothelial cells	Outer margin	-166.639055049313
HumanMelanomaPatient1__cell_86254	2993.33319834461	-6511.30981951174	Endothelial	Endothelial cells	Outer margin	-145.085506660918
HumanMelanomaPatient1__cell_86258	3003.96394617036	-6513.90713125308	Endothelial	Endothelial cells	Outer margin	-136.973548136968
HumanMelanomaPatient1__cell_86271	2920.91378846688	-6521.31109245208	Endothelial	Endothelial cells	Outer margin	-213.555846395971
HumanMelanomaPatient1__cell_86297	2972.3870044895	-6538.42622427557	Endothelial	Endothelial cells	Outer margin	-176.659466736996
HumanMelanomaPatient1__cell_86305	2910.07746700467	-6543.60744623007	Endothelial	Endothelial cells	Outer margin	-233.476158381563
HumanMelanomaPatient1__cell_86307	2965.37876234844	-6540.21829074018	Endothelial	Endothelial cells	Outer margin	-183.575636814023
HumanMelanomaPatient1__cell_86312	2997.27817024032	-6544.44392368778	Endothelial	Endothelial cells	Outer margin	-159.692988709972
HumanMelanomaPatient1__cell_86314	2967.31592550479	-6547.59814247225	Endothelial	Endothelial cells	Outer margin	-185.86671095483
HumanMelanomaPatient1__cell_86315	2985.68135163498	-6547.08355753938	Endothelial	Endothelial cells	Outer margin	-170.509069979023
HumanMelanomaPatient1__cell_86316	3212.72402097471	-6546.91323517516	Endothelial	Endothelial cells	Inner margin	58.9076808386133
HumanMelanomaPatient1__cell_86318	3004.71460877407	-6551.27038064845	Endothelial	Endothelial cells	Outer margin	-158.39670927597
HumanMelanomaPatient1__cell_86331	2976.23292186654	-6557.37199426561	Endothelial	Endothelial cells	Outer margin	-184.245402303017
HumanMelanomaPatient1__cell_86342	2944.80437118261	-6562.3814681143	Endothelial	Endothelial cells	Outer margin	-212.798416319687
HumanMelanomaPatient1__cell_86345	3002.99256014304	-6561.85606168231	Endothelial	Endothelial cells	Outer margin	-166.881198974312
HumanMelanomaPatient1__cell_86347	2981.16896393433	-6564.66868043801	Endothelial	Endothelial cells	Outer margin	-184.961160654576
HumanMelanomaPatient1__cell_86351	3016.73085324342	-6564.70579869675	Endothelial	Endothelial cells	Outer margin	-159.440781981129
HumanMelanomaPatient1__cell_86352	2986.35513049849	-6569.15903439073	Endothelial	Endothelial cells	Outer margin	-184.011176376051
HumanMelanomaPatient1__cell_86364	2996.33986979555	-6571.57593968218	Endothelial	Endothelial cells	Outer margin	-178.441786339391
HumanMelanomaPatient1__cell_86367	2971.90559308768	-6571.40144279971	Endothelial	Endothelial cells	Outer margin	-196.385351410342
HumanMelanomaPatient1__cell_86368	3014.12166810488	-6570.62935952834	Endothelial	Endothelial cells	Outer margin	-165.613553711393
HumanMelanomaPatient1__cell_86379	2959.00923331813	-6576.78582604641	Endothelial	Endothelial cells	Outer margin	-209.776326722151
HumanMelanomaPatient1__cell_86382	2979.93687740088	-6579.61983038603	Endothelial	Endothelial cells	Outer margin	-195.823289884953
HumanMelanomaPatient1__cell_86385	2988.79338050746	-6582.32359663571	Endothelial	Endothelial cells	Outer margin	-191.388836597416
HumanMelanomaPatient1__cell_86387	3011.58039443486	-6582.6282073559	Endothelial	Endothelial cells	Outer margin	-174.662477998974
HumanMelanomaPatient1__cell_86392	2991.86759217875	-6589.96097257191	Endothelial	Endothelial cells	Outer margin	-191.169135446495
HumanMelanomaPatient1__cell_86395	2947.02075167762	-6586.85204196723	Endothelial	Endothelial cells	Outer margin	-215.038626444603
HumanMelanomaPatient1__cell_86397	2980.92747707328	-6588.51710818957	Endothelial	Endothelial cells	Outer margin	-195.272079919635
HumanMelanomaPatient1__cell_86399	3011.16591219241	-6591.35904447566	Endothelial	Endothelial cells	Outer margin	-176.683264964022
HumanMelanomaPatient1__cell_86436	3044.89873927714	-6627.1325103472	Endothelial	Endothelial cells	Outer margin	-137.225449621878
HumanMelanomaPatient1__cell_86446	3036.69601045489	-6636.70900517128	Endothelial	Endothelial cells	Outer margin	-131.800085165135
HumanMelanomaPatient1__cell_86495	3360.9451208256	-6674.59175672315	Endothelial	Endothelial cells	Inner margin	167.065140920961
HumanMelanomaPatient1__cell_86506	2903.91434957867	-6684.37601330358	Endothelial	Endothelial cells	Outer margin	-175.9309441005
HumanMelanomaPatient1__cell_86511	3002.47415622398	-6686.06494713031	Endothelial	Endothelial cells	Outer margin	-105.287017970711
HumanMelanomaPatient1__cell_86512	3019.4698078949	-6687.67383028878	Endothelial	Endothelial cells	Outer margin	-97.7433298622943
HumanMelanomaPatient1__cell_86520	3139.54269624487	-6693.22252038579	Endothelial	Endothelial cells	Outer margin	-34.0025962002963
HumanMelanomaPatient1__cell_86529	3141.39723100741	-6700.82745245235	Endothelial	Endothelial cells	Outer margin	-28.1630053264005
HumanMelanomaPatient1__cell_86531	2933.56173488361	-6702.33010822322	Endothelial	Endothelial cells	Outer margin	-142.634527011791
HumanMelanomaPatient1__cell_86536	3135.33551509048	-6705.50014829525	Endothelial	Endothelial cells	Outer margin	-24.859351881209
HumanMelanomaPatient1__cell_86538	3011.77039822023	-6703.7401536456	Endothelial	Endothelial cells	Outer margin	-85.3957007556948
HumanMelanomaPatient1__cell_86542	3123.75205612715	-6708.5538636102	Endothelial	Endothelial cells	Outer margin	-31.5609854406358
HumanMelanomaPatient1__cell_86552	2992.42211943537	-6714.18538376969	Endothelial	Endothelial cells	Outer margin	-93.7862879784211
HumanMelanomaPatient1__cell_86553	3016.80710885872	-6719.18532427082	Endothelial	Endothelial cells	Outer margin	-71.4093018211692
HumanMelanomaPatient1__cell_86568	3055.96094135349	-6726.17889625762	Endothelial	Endothelial cells	Outer margin	-48.6095740621829
HumanMelanomaPatient1__cell_86576	2981.66223589155	-6730.4209071168	Endothelial	Endothelial cells	Outer margin	-91.1853129521105
HumanMelanomaPatient1__cell_86578	3039.12257940356	-6730.29757266606	Endothelial	Endothelial cells	Outer margin	-51.7545466746187
HumanMelanomaPatient1__cell_86587	3132.17925017654	-6738.96896187468	Endothelial	Endothelial cells	Inner margin	28.384206780541
HumanMelanomaPatient1__cell_86590	3018.13464110866	-6737.7747516871	Endothelial	Endothelial cells	Outer margin	-59.6809165614914
HumanMelanomaPatient1__cell_86595	3018.4613529407	-6745.0041062772	Endothelial	Endothelial cells	Outer margin	-55.1979854740785
HumanMelanomaPatient1__cell_86598	3142.5852007308	-6745.43810497749	Endothelial	Endothelial cells	Inner margin	36.1887595787536
HumanMelanomaPatient1__cell_86600	2996.66719193257	-6746.34525851363	Endothelial	Endothelial cells	Outer margin	-69.4795691934097
HumanMelanomaPatient1__cell_86606	3170.309265765	-6755.74584010952	Endothelial	Endothelial cells	Inner margin	55.131837735157
HumanMelanomaPatient1__cell_86611	3259.60627261085	-6750.32434314001	Endothelial	Endothelial cells	Inner margin	97.6285706591176
HumanMelanomaPatient1__cell_86612	3264.74963445047	-6747.82041215414	Endothelial	Endothelial cells	Inner margin	101.035733050932
HumanMelanomaPatient1__cell_86619	2991.778270788	-6755.35584791737	Endothelial	Endothelial cells	Outer margin	-65.1235897242182
HumanMelanomaPatient1__cell_86628	3227.26589441938	-6757.04271897362	Endothelial	Endothelial cells	Inner margin	75.6466119447651
HumanMelanomaPatient1__cell_86631	3270.03195850161	-6759.52184195857	Endothelial	Endothelial cells	Inner margin	111.238130724739
HumanMelanomaPatient1__cell_86635	3123.4342151013	-6761.43451591295	Endothelial	Endothelial cells	Inner margin	43.0710548209937
HumanMelanomaPatient1__cell_86639	3011.5923493818	-6761.24627401321	Endothelial	Endothelial cells	Outer margin	-48.5862824594737
HumanMelanomaPatient1__cell_86640	2969.16586413404	-6760.6386418241	Endothelial	Endothelial cells	Outer margin	-77.275409450389
HumanMelanomaPatient1__cell_86642	2985.47876801775	-6764.5701448695	Endothelial	Endothelial cells	Outer margin	-63.8670026838688
HumanMelanomaPatient1__cell_86644	3131.54420310769	-6764.84673441874	Endothelial	Endothelial cells	Inner margin	46.116724181022
HumanMelanomaPatient1__cell_86646	3020.2271702455	-6767.12945416876	Endothelial	Endothelial cells	Outer margin	-38.1411896105004
HumanMelanomaPatient1__cell_86650	2966.64719383435	-6765.56112378187	Endothelial	Endothelial cells	Outer margin	-75.3812739753239
HumanMelanomaPatient1__cell_86652	3141.41119118044	-6769.9639179338	Endothelial	Endothelial cells	Inner margin	56.161794504854
HumanMelanomaPatient1__cell_86654	2962.90462757275	-6770.54793231896	Endothelial	Endothelial cells	Outer margin	-75.2542205135536
HumanMelanomaPatient1__cell_86662	2984.22731550597	-6775.84366730246	Endothelial	Endothelial cells	Outer margin	-56.3211964204732
HumanMelanomaPatient1__cell_86681	3041.71053055099	-6788.52204054014	Endothelial	Endothelial cells	Inner margin	17.3728938773298
HumanMelanomaPatient1__cell_86683	2977.87888616942	-6794.12527925242	Endothelial	Endothelial cells	Outer margin	-51.5470834367312
HumanMelanomaPatient1__cell_86686	3020.02714691762	-6789.68493376795	Endothelial	Endothelial cells	Outer margin	-21.7488181245583
HumanMelanomaPatient1__cell_86690	2966.99659068432	-6793.94275668082	Endothelial	Endothelial cells	Outer margin	-59.4333397293381
HumanMelanomaPatient1__cell_86693	3262.67961796442	-6798.17262046786	Endothelial	Endothelial cells	Inner margin	129.846607056773
HumanMelanomaPatient1__cell_86697	3042.21112211805	-6799.43791955796	Endothelial	Endothelial cells	Inner margin	24.2332310580624
HumanMelanomaPatient1__cell_86706	2968.05472118112	-6824.17300057908	Endothelial	Endothelial cells	Outer margin	-42.1765106341266
HumanMelanomaPatient1__cell_86707	2979.55826556123	-6820.76335999639	Endothelial	Endothelial cells	Outer margin	-33.5414572850013
HumanMelanomaPatient1__cell_86731	3112.45770298763	-6365.03335087341	Endothelial	Endothelial cells	Outer margin	-10.5347662670417
HumanMelanomaPatient1__cell_86733	3122.67235937889	-6364.31233272716	Endothelial	Endothelial cells	Inner margin	25.9037371568111
HumanMelanomaPatient1__cell_86755	3078.41210469601	-6390.65359030347	Endothelial	Endothelial cells	Outer margin	-36.2662062869519
HumanMelanomaPatient1__cell_86757	3067.40846311636	-6398.09273540089	Endothelial	Endothelial cells	Outer margin	-44.973112338516
HumanMelanomaPatient1__cell_86758	3078.1994360346	-6397.67141636713	Endothelial	Endothelial cells	Outer margin	-34.4095316992517
HumanMelanomaPatient1__cell_86764	3244.98190010173	-6408.17658147539	Endothelial	Endothelial cells	Outer margin	-12.1056717514627
HumanMelanomaPatient1__cell_86766	3262.86086083307	-6407.77305561895	Endothelial	Endothelial cells	Inner margin	17.8835139150453
HumanMelanomaPatient1__cell_86768	3162.17743011454	-6413.01011736422	Endothelial	Endothelial cells	Inner margin	58.2250183951159
HumanMelanomaPatient1__cell_86776	3250.34664486371	-6414.96418766611	Endothelial	Endothelial cells	Inner margin	14.9736771271772
HumanMelanomaPatient1__cell_86780	3241.84015690404	-6416.05766780341	Endothelial	Endothelial cells	Outer margin	-8.57648157572079
HumanMelanomaPatient1__cell_86784	3247.35456030671	-6420.04746063853	Endothelial	Endothelial cells	Inner margin	12.1352123639084
HumanMelanomaPatient1__cell_86789	3240.83754207499	-6422.20162966646	Endothelial	Endothelial cells	Inner margin	14.6245574365734
HumanMelanomaPatient1__cell_86790	3065.60764685645	-6424.75083868028	Endothelial	Endothelial cells	Outer margin	-49.6100752937752
HumanMelanomaPatient1__cell_86796	3077.30793057066	-6426.84523790768	Endothelial	Endothelial cells	Outer margin	-39.3923028857914
HumanMelanomaPatient1__cell_86800	3128.66736661736	-6429.80913987211	Endothelial	Endothelial cells	Inner margin	30.0027851452606
HumanMelanomaPatient1__cell_86809	3232.23044683433	-6434.13830937182	Endothelial	Endothelial cells	Inner margin	28.9242264511765
HumanMelanomaPatient1__cell_86812	3073.92228510386	-6435.07550705195	Endothelial	Endothelial cells	Outer margin	-40.0248333119899
HumanMelanomaPatient1__cell_86821	3089.0344433053	-6440.97514109599	Endothelial	Endothelial cells	Outer margin	-27.2282827682879
HumanMelanomaPatient1__cell_86824	3231.53356499495	-6441.1462745826	Endothelial	Endothelial cells	Inner margin	35.6069990413104
HumanMelanomaPatient1__cell_86877	2920.2219277927	-6495.13049926221	Endothelial	Endothelial cells	Outer margin	-204.265067287778
HumanMelanomaPatient1__cell_86882	2974.89048212623	-6502.80399463343	Endothelial	Endothelial cells	Outer margin	-157.023752332309
HumanMelanomaPatient1__cell_86887	2957.99531197093	-6508.01173026244	Endothelial	Endothelial cells	Outer margin	-174.415884977837
HumanMelanomaPatient1__cell_86888	2983.99654894196	-6507.09388963126	Endothelial	Endothelial cells	Outer margin	-151.218687866677
HumanMelanomaPatient1__cell_86901	2971.91849227396	-6524.25257598937	Endothelial	Endothelial cells	Outer margin	-170.050586224307
HumanMelanomaPatient1__cell_86903	2960.40042018362	-6524.33531063522	Endothelial	Endothelial cells	Outer margin	-180.347400541337
HumanMelanomaPatient1__cell_86908	2916.26032678713	-6526.85656900109	Endothelial	Endothelial cells	Outer margin	-220.169680510469
HumanMelanomaPatient1__cell_86914	2990.81086200303	-6536.32015046927	Endothelial	Endothelial cells	Outer margin	-160.07580291729
HumanMelanomaPatient1__cell_86919	2977.02146252912	-6544.82709048561	Endothelial	Endothelial cells	Outer margin	-176.259541981634
HumanMelanomaPatient1__cell_86920	2946.24385994549	-6546.84272125641	Endothelial	Endothelial cells	Outer margin	-203.428878104231
HumanMelanomaPatient1__cell_86924	3212.75109665696	-6553.96508523383	Endothelial	Endothelial cells	Inner margin	56.0840166647553
HumanMelanomaPatient1__cell_86926	3218.02027782103	-6551.59162874651	Endothelial	Endothelial cells	Inner margin	61.8522355717982
HumanMelanomaPatient1__cell_86927	2971.16854851471	-6551.80377880406	Endothelial	Endothelial cells	Outer margin	-185.04206664424
HumanMelanomaPatient1__cell_86930	2995.56240582825	-6554.84568470404	Endothelial	Endothelial cells	Outer margin	-167.633270224432
HumanMelanomaPatient1__cell_86939	2977.25700909551	-6563.02507086258	Endothelial	Endothelial cells	Outer margin	-186.933023566457
HumanMelanomaPatient1__cell_86943	3021.77050686737	-6566.52596236321	Endothelial	Endothelial cells	Outer margin	-157.531894345911
HumanMelanomaPatient1__cell_86949	2973.1337590245	-6576.34676869852	Endothelial	Endothelial cells	Outer margin	-198.665076374249
HumanMelanomaPatient1__cell_86958	3003.0534190304	-6583.00458186095	Endothelial	Endothelial cells	Outer margin	-182.214611968317
HumanMelanomaPatient1__cell_86968	2999.49157265004	-6592.36181503726	Endothelial	Endothelial cells	Outer margin	-185.60256432555
HumanMelanomaPatient1__cell_87030	2928.90934866255	-6681.88497549717	Endothelial	Endothelial cells	Outer margin	-161.44466651579
HumanMelanomaPatient1__cell_87037	3053.05981043718	-6697.84748938979	Endothelial	Endothelial cells	Outer margin	-70.8708863036452
HumanMelanomaPatient1__cell_87040	3034.4878451553	-6697.30285599299	Endothelial	Endothelial cells	Outer margin	-83.6516033767263
HumanMelanomaPatient1__cell_87046	3021.73540525877	-6701.58739334951	Endothelial	Endothelial cells	Outer margin	-83.7748177031344
HumanMelanomaPatient1__cell_87049	2905.91326796395	-6703.58100123751	Endothelial	Endothelial cells	Outer margin	-161.211425230556
HumanMelanomaPatient1__cell_87056	2998.30569536231	-6710.76637572508	Endothelial	Endothelial cells	Outer margin	-90.8992368806695
HumanMelanomaPatient1__cell_87058	3132.8192740228	-6710.59197182928	Endothelial	Endothelial cells	Outer margin	-26.8862421303117
HumanMelanomaPatient1__cell_87059	3040.66044909243	-6711.76663159667	Endothelial	Endothelial cells	Outer margin	-69.5118120631599
HumanMelanomaPatient1__cell_87060	3007.91003964053	-6710.9987964445	Endothelial	Endothelial cells	Outer margin	-83.2412189638119
HumanMelanomaPatient1__cell_87064	3049.379709015	-6718.27758873101	Endothelial	Endothelial cells	Outer margin	-58.6341023009576
HumanMelanomaPatient1__cell_87066	3026.06396188356	-6718.87727034392	Endothelial	Endothelial cells	Outer margin	-65.9948536440629
HumanMelanomaPatient1__cell_87073	3036.63137903817	-6723.36306730186	Endothelial	Endothelial cells	Outer margin	-59.0060864676927
HumanMelanomaPatient1__cell_87085	3140.37997965866	-6736.81397783642	Endothelial	Endothelial cells	Inner margin	28.4473965779739
HumanMelanomaPatient1__cell_87088	3029.24168850548	-6742.04602980339	Endothelial	Endothelial cells	Outer margin	-48.1195552344191
HumanMelanomaPatient1__cell_87093	3127.25335584662	-6750.12660293822	Endothelial	Endothelial cells	Inner margin	34.7783011513404
HumanMelanomaPatient1__cell_87096	3027.41399393236	-6751.29490796857	Endothelial	Endothelial cells	Outer margin	-44.9663226592957
