CID	X	Y	CellType	CellTypeName	Region	Dist2Interface
HumanMelanomaPatient1__cell_3655	1894.70590210966	-6367.76611319608	Fibroblast	Fibroblasts	Stroma	-883.175158931153
HumanMelanomaPatient1__cell_3657	1942.47955558424	-6369.60218357687	Fibroblast	Fibroblasts	Stroma	-894.846329251503
HumanMelanomaPatient1__cell_3658	1963.00686951263	-6374.02621368086	Fibroblast	Fibroblasts	Stroma	-904.111530107291
HumanMelanomaPatient1__cell_3660	1981.60034677624	-6372.2663390715	Fibroblast	Fibroblasts	Stroma	-907.890860034327
HumanMelanomaPatient1__cell_3661	1742.9386469049	-6374.85117574939	Fibroblast	Fibroblasts	Stroma	-874.271162256023
HumanMelanomaPatient1__cell_3663	1921.68328286251	-6383.30861829218	Fibroblast	Fibroblasts	Stroma	-903.655926739047
HumanMelanomaPatient1__cell_3664	1706.25326317591	-6383.42836530427	Fibroblast	Fibroblasts	Stroma	-880.475841932207
HumanMelanomaPatient1__cell_3665	1968.92565607363	-6385.5412357773	Fibroblast	Fibroblasts	Stroma	-916.778956419919
HumanMelanomaPatient1__cell_3666	1761.40299061044	-6387.96996533351	Fibroblast	Fibroblasts	Stroma	-888.627147112426
HumanMelanomaPatient1__cell_3668	1841.5135159118	-6389.66322266235	Fibroblast	Fibroblasts	Stroma	-896.848435070944
HumanMelanomaPatient1__cell_3670	1741.53595042827	-6395.79643128131	Fibroblast	Fibroblasts	Stroma	-895.025949433963
HumanMelanomaPatient1__cell_3674	1907.09913248669	-6411.77253413343	Fibroblast	Fibroblasts	Stroma	-928.707636255847
HumanMelanomaPatient1__cell_3675	2031.86695555354	-6412.15691294392	Fibroblast	Fibroblasts	Stroma	-961.938651860423
HumanMelanomaPatient1__cell_3679	1999.20907167456	-6421.67186290487	Fibroblast	Fibroblasts	Stroma	-960.317448864842
HumanMelanomaPatient1__cell_3683	1874.26705772623	-6432.27194758458	Fibroblast	Fibroblasts	Stroma	-943.450470973934
HumanMelanomaPatient1__cell_3684	2026.93878891484	-6433.39262054467	Fibroblast	Fibroblasts	Stroma	-980.282813213842
HumanMelanomaPatient1__cell_3687	2018.00863681409	-6447.3901086642	Fibroblast	Fibroblasts	Stroma	-990.629764018255
HumanMelanomaPatient1__cell_3688	2035.35979778078	-6449.34256546919	Fibroblast	Fibroblasts	Stroma	-998.122906661903
HumanMelanomaPatient1__cell_3689	1953.51381782062	-6454.07182161456	Fibroblast	Fibroblasts	Stroma	-979.610848074855
HumanMelanomaPatient1__cell_3691	1623.79973221707	-6457.94146838329	Fibroblast	Fibroblasts	Stroma	-956.929361105126
HumanMelanomaPatient1__cell_3692	1906.1928416258	-6459.23385337772	Fibroblast	Fibroblasts	Stroma	-975.225295920798
HumanMelanomaPatient1__cell_3693	1977.71162883264	-6465.83158921401	Fibroblast	Fibroblasts	Stroma	-996.696257539835
HumanMelanomaPatient1__cell_3694	1928.02981027446	-6465.56239269895	Fibroblast	Fibroblasts	Stroma	-985.503471832195
HumanMelanomaPatient1__cell_3695	1861.44425266731	-6472.85950524925	Fibroblast	Fibroblasts	Stroma	-981.874747512064
HumanMelanomaPatient1__cell_3696	1661.73209684794	-6475.07518782075	Fibroblast	Fibroblasts	Stroma	-971.327646638819
HumanMelanomaPatient1__cell_3698	1838.89921267855	-6474.94955192294	Fibroblast	Fibroblasts	Stroma	-981.30086139896
HumanMelanomaPatient1__cell_3699	1930.94330696769	-6475.77068577026	Fibroblast	Fibroblasts	Stroma	-996.085218888194
HumanMelanomaPatient1__cell_3700	1898.2667821648	-6482.84099676071	Fibroblast	Fibroblasts	Stroma	-997.143934986472
HumanMelanomaPatient1__cell_3701	1792.26015229704	-6494.2709159672	Fibroblast	Fibroblasts	Stroma	-996.622126309298
HumanMelanomaPatient1__cell_3702	1885.72561741256	-6495.52108744382	Fibroblast	Fibroblasts	Stroma	-1007.70049507247
HumanMelanomaPatient1__cell_3705	2084.38933455325	-6497.91213223541	Fibroblast	Fibroblasts	Stroma	-963.47690227893
HumanMelanomaPatient1__cell_3706	1998.23041317916	-6498.82286197836	Fibroblast	Fibroblasts	Stroma	-1033.76125142642
HumanMelanomaPatient1__cell_3708	2008.21171220722	-6505.42683731736	Fibroblast	Fibroblasts	Stroma	-1025.93122825779
HumanMelanomaPatient1__cell_3711	1936.62908462576	-6515.18672221062	Fibroblast	Fibroblasts	Stroma	-1035.85148770887
HumanMelanomaPatient1__cell_3712	2085.14058651004	-6514.90200766767	Fibroblast	Fibroblasts	Stroma	-955.054244484097
HumanMelanomaPatient1__cell_3713	1984.13475529818	-6518.8183887695	Fibroblast	Fibroblasts	Stroma	-1040.68373921742
HumanMelanomaPatient1__cell_3714	2079.58573541719	-6517.85391634975	Fibroblast	Fibroblasts	Stroma	-958.568411853477
HumanMelanomaPatient1__cell_3715	1823.82099827742	-6518.71141219663	Fibroblast	Fibroblasts	Stroma	-1023.40508332089
HumanMelanomaPatient1__cell_3716	1902.14387104985	-6520.03453144517	Fibroblast	Fibroblasts	Stroma	-1034.47242288557
HumanMelanomaPatient1__cell_3717	1923.2345502092	-6527.23588678801	Fibroblast	Fibroblasts	Stroma	-1045.17496024261
HumanMelanomaPatient1__cell_3718	2050.07858142551	-6526.96598380106	Fibroblast	Fibroblasts	Stroma	-978.940149910645
HumanMelanomaPatient1__cell_3719	1616.39786830852	-6533.44282870564	Fibroblast	Fibroblasts	Stroma	-1032.77946745003
HumanMelanomaPatient1__cell_3722	1989.12795878359	-6537.86696140816	Fibroblast	Fibroblasts	Stroma	-1027.63780123431
HumanMelanomaPatient1__cell_3723	2001.68450033786	-6537.01308680345	Fibroblast	Fibroblasts	Stroma	-1016.7893451507
HumanMelanomaPatient1__cell_3724	2073.39001862224	-6540.38537433876	Fibroblast	Fibroblasts	Stroma	-952.04597584101
HumanMelanomaPatient1__cell_3725	1760.05645671836	-6542.66118299769	Fibroblast	Fibroblasts	Stroma	-1042.93341222798
HumanMelanomaPatient1__cell_3726	1979.9092932361	-6546.04133190249	Fibroblast	Fibroblasts	Stroma	-1032.96340998133
HumanMelanomaPatient1__cell_3727	1973.96270361645	-6550.54106795092	Fibroblast	Fibroblasts	Stroma	-1036.82820638329
HumanMelanomaPatient1__cell_3730	2065.02282842843	-6556.84777057869	Fibroblast	Fibroblasts	Stroma	-951.36318522755
HumanMelanomaPatient1__cell_3731	1663.91887506718	-6557.1446804151	Fibroblast	Fibroblasts	Stroma	-1053.38398430915
HumanMelanomaPatient1__cell_3732	1907.66346933485	-6560.53118783688	Fibroblast	Fibroblasts	Stroma	-1075.32917671959
HumanMelanomaPatient1__cell_3733	2081.34425973402	-6571.09069377138	Fibroblast	Fibroblasts	Stroma	-930.332355839999
HumanMelanomaPatient1__cell_3734	2006.33821797634	-6570.56673354669	Fibroblast	Fibroblasts	Stroma	-998.935343418905
HumanMelanomaPatient1__cell_3735	1871.35975059042	-6576.67687682777	Fibroblast	Fibroblasts	Stroma	-1086.10975118858
HumanMelanomaPatient1__cell_3737	2052.09491542675	-6577.66873149961	Fibroblast	Fibroblasts	Stroma	-954.195904767204
HumanMelanomaPatient1__cell_3738	1958.90909937775	-6580.85202066	Fibroblast	Fibroblasts	Stroma	-1036.90131236826
HumanMelanomaPatient1__cell_3739	1704.2787851779	-6587.90499044665	Fibroblast	Fibroblasts	Stroma	-1084.73116469
HumanMelanomaPatient1__cell_3740	1733.96640681807	-6589.11372226838	Fibroblast	Fibroblasts	Stroma	-1087.32711316646
HumanMelanomaPatient1__cell_3742	1857.2887951034	-6601.55164936751	Fibroblast	Fibroblasts	Stroma	-1109.14992471209
HumanMelanomaPatient1__cell_3744	1958.53215537387	-6608.23410469924	Fibroblast	Fibroblasts	Stroma	-1026.6213499301
HumanMelanomaPatient1__cell_3748	1812.85935758229	-6624.45415408182	Fibroblast	Fibroblasts	Stroma	-1127.97336337193
HumanMelanomaPatient1__cell_3749	1693.68928872036	-6635.31622783774	Fibroblast	Fibroblasts	Stroma	-1078.95861388941
HumanMelanomaPatient1__cell_3750	1926.79181752018	-6633.64213694058	Fibroblast	Fibroblasts	Stroma	-1043.55477301791
HumanMelanomaPatient1__cell_3751	1672.06848580984	-6637.40365479293	Fibroblast	Fibroblasts	Stroma	-1061.5427474957
HumanMelanomaPatient1__cell_3753	1992.26239943535	-6640.83922823445	Fibroblast	Fibroblasts	Stroma	-981.680312316925
HumanMelanomaPatient1__cell_3754	1866.69059172822	-6643.38001941676	Fibroblast	Fibroblasts	Stroma	-1094.04793040403
HumanMelanomaPatient1__cell_3755	2091.15727177942	-6646.33188117351	Fibroblast	Fibroblasts	Stroma	-889.53873466064
HumanMelanomaPatient1__cell_3756	1820.98867004122	-6653.73100447376	Fibroblast	Fibroblasts	Stroma	-1133.32584601506
HumanMelanomaPatient1__cell_3757	1898.29217607935	-6654.56509116969	Fibroblast	Fibroblasts	Stroma	-1060.62609175644
HumanMelanomaPatient1__cell_3760	1887.26271636324	-6670.23191485245	Fibroblast	Fibroblasts	Stroma	-1065.34842551893
HumanMelanomaPatient1__cell_3767	1918.28487466676	-6679.78604551862	Fibroblast	Fibroblasts	Stroma	-1032.92246759788
HumanMelanomaPatient1__cell_3774	1835.72222412497	-6689.54516157089	Fibroblast	Fibroblasts	Stroma	-1107.93016135204
HumanMelanomaPatient1__cell_3778	1697.50054545062	-6691.09337092776	Fibroblast	Fibroblasts	Stroma	-1045.50018915518
HumanMelanomaPatient1__cell_3779	1750.27622936901	-6697.91722215573	Fibroblast	Fibroblasts	Stroma	-1082.61143362931
HumanMelanomaPatient1__cell_3791	1754.90835991213	-6711.412588688	Fibroblast	Fibroblasts	Stroma	-1078.18015065753
HumanMelanomaPatient1__cell_3800	1805.9780245343	-6719.97347922416	Fibroblast	Fibroblasts	Stroma	-1114.6514636661
HumanMelanomaPatient1__cell_3809	1827.70685736715	-6736.14787220621	Fibroblast	Fibroblasts	Stroma	-1102.25724115308
HumanMelanomaPatient1__cell_3814	1709.88940768124	-6744.47549148113	Fibroblast	Fibroblasts	Stroma	-1022.32574851005
HumanMelanomaPatient1__cell_3818	1775.10499508008	-6750.59749104852	Fibroblast	Fibroblasts	Stroma	-1071.85494499006
HumanMelanomaPatient1__cell_3825	1698.5366159224	-6754.77893615856	Fibroblast	Fibroblasts	Stroma	-1007.06687337541
HumanMelanomaPatient1__cell_3832	1672.60363385819	-6766.88973588579	Fibroblast	Fibroblasts	Stroma	-979.045004554145
HumanMelanomaPatient1__cell_3833	2023.29943428737	-6772.64326157505	Fibroblast	Fibroblasts	Stroma	-904.161988577567
HumanMelanomaPatient1__cell_3838	1761.56624130797	-6786.34732918023	Fibroblast	Fibroblasts	Stroma	-1040.73452892812
HumanMelanomaPatient1__cell_3841	1625.30116283195	-6786.20501859109	Fibroblast	Fibroblasts	Stroma	-929.723099979794
HumanMelanomaPatient1__cell_3847	1998.95258136563	-6810.99199000751	Fibroblast	Fibroblasts	Stroma	-917.655580687593
HumanMelanomaPatient1__cell_3852	1852.24309048535	-6826.64521587489	Fibroblast	Fibroblasts	Stroma	-1055.9103383702
HumanMelanomaPatient1__cell_3853	1871.04796898263	-6833.44531721678	Fibroblast	Fibroblasts	Stroma	-1036.0410230208
HumanMelanomaPatient1__cell_3857	1934.17466229069	-6361.18372761208	Fibroblast	Fibroblasts	Stroma	-884.751663418268
HumanMelanomaPatient1__cell_3871	2004.87769561537	-6428.98669006362	Fibroblast	Fibroblasts	Stroma	-969.028970409414
HumanMelanomaPatient1__cell_3873	2010.17752989001	-6434.09928812632	Fibroblast	Fibroblasts	Stroma	-975.544051363602
HumanMelanomaPatient1__cell_3874	1778.62851984776	-6444.36129541683	Fibroblast	Fibroblasts	Stroma	-945.893508981746
HumanMelanomaPatient1__cell_3875	1967.84592201155	-6447.59924912883	Fibroblast	Fibroblasts	Stroma	-976.622821225228
HumanMelanomaPatient1__cell_3877	1677.31512294928	-6448.21493622066	Fibroblast	Fibroblasts	Stroma	-944.487838533957
HumanMelanomaPatient1__cell_3878	2017.78959337617	-6455.53114273566	Fibroblast	Fibroblasts	Stroma	-998.282669599967
HumanMelanomaPatient1__cell_3883	2012.35353181449	-6466.37861666655	Fibroblast	Fibroblasts	Stroma	-1006.89963538834
HumanMelanomaPatient1__cell_3884	1791.28546931601	-6467.90443362392	Fibroblast	Fibroblasts	Stroma	-970.256197611446
HumanMelanomaPatient1__cell_3886	2025.39508666078	-6480.1203802682	Fibroblast	Fibroblasts	Stroma	-1023.06856030428
HumanMelanomaPatient1__cell_3887	2011.73692619455	-6481.36296258544	Fibroblast	Fibroblasts	Stroma	-1020.98331107826
HumanMelanomaPatient1__cell_3890	1936.54162579381	-6505.04260538477	Fibroblast	Fibroblasts	Stroma	-1025.88644736933
HumanMelanomaPatient1__cell_3892	2018.04119411725	-6512.8046787662	Fibroblast	Fibroblasts	Stroma	-1013.71315624331
HumanMelanomaPatient1__cell_3893	1972.03817531768	-6520.08471568089	Fibroblast	Fibroblasts	Stroma	-1048.09845153474
HumanMelanomaPatient1__cell_3896	1861.31169514814	-6536.8017608821	Fibroblast	Fibroblasts	Stroma	-1045.29956230869
HumanMelanomaPatient1__cell_3903	1936.01654329573	-6558.11572270482	Fibroblast	Fibroblasts	Stroma	-1067.02978989802
HumanMelanomaPatient1__cell_3904	2063.84865558288	-6579.04038978941	Fibroblast	Fibroblasts	Stroma	-942.772767781891
HumanMelanomaPatient1__cell_3906	2064.20101426422	-6592.43433729527	Fibroblast	Fibroblasts	Stroma	-937.534341807227
HumanMelanomaPatient1__cell_3908	1739.185615711	-6596.41788020584	Fibroblast	Fibroblasts	Stroma	-1094.94342302581
HumanMelanomaPatient1__cell_3909	1750.9098494949	-6598.07265784743	Fibroblast	Fibroblasts	Stroma	-1097.414731156
HumanMelanomaPatient1__cell_3911	1736.93837836443	-6604.99379564896	Fibroblast	Fibroblasts	Stroma	-1103.35946975971
HumanMelanomaPatient1__cell_3912	1924.63657622514	-6608.888643101	Fibroblast	Fibroblasts	Stroma	-1056.44410622229
HumanMelanomaPatient1__cell_3914	1890.77283267315	-6610.98186735922	Fibroblast	Fibroblasts	Stroma	-1085.84733445134
HumanMelanomaPatient1__cell_3915	1755.64665646892	-6626.15263637588	Fibroblast	Fibroblasts	Stroma	-1124.6071166239
HumanMelanomaPatient1__cell_3918	1845.95255782679	-6680.36768404578	Fibroblast	Fibroblasts	Stroma	-1101.07251490421
HumanMelanomaPatient1__cell_3919	1864.1717866452	-6675.48204991861	Fibroblast	Fibroblasts	Stroma	-1085.39178883985
HumanMelanomaPatient1__cell_3921	1682.91274382884	-6681.89752734752	Fibroblast	Fibroblasts	Stroma	-1040.20802250085
HumanMelanomaPatient1__cell_3926	1688.60404576762	-6690.1381149881	Fibroblast	Fibroblasts	Stroma	-1039.25724837031
HumanMelanomaPatient1__cell_3948	1824.1906761312	-6723.35106645962	Fibroblast	Fibroblasts	Stroma	-1109.11012860308
HumanMelanomaPatient1__cell_3950	1894.19099040734	-6730.22640767862	Fibroblast	Fibroblasts	Stroma	-1040.00839862003
HumanMelanomaPatient1__cell_3955	2021.27782564619	-6734.56526922961	Fibroblast	Fibroblasts	Stroma	-917.618513026054
HumanMelanomaPatient1__cell_3957	1899.87890942484	-6735.3520578405	Fibroblast	Fibroblasts	Stroma	-1033.09152763441
HumanMelanomaPatient1__cell_3963	2033.98025044979	-6741.33914768282	Fibroblast	Fibroblasts	Stroma	-903.416085081273
HumanMelanomaPatient1__cell_3965	1769.28867301291	-6742.69447768633	Fibroblast	Fibroblasts	Stroma	-1071.55749067053
HumanMelanomaPatient1__cell_3970	1721.37115582502	-6747.86979547333	Fibroblast	Fibroblasts	Stroma	-1029.54782057442
HumanMelanomaPatient1__cell_3973	1665.28395187366	-6751.65032472558	Fibroblast	Fibroblasts	Stroma	-982.496272866573
HumanMelanomaPatient1__cell_3980	1850.54185475551	-6763.22811816958	Fibroblast	Fibroblasts	Stroma	-1073.22698926035
HumanMelanomaPatient1__cell_3984	1709.57539631646	-6763.73013624033	Fibroblast	Fibroblasts	Stroma	-1010.68231678537
HumanMelanomaPatient1__cell_3990	1705.84877261211	-6770.86189057535	Fibroblast	Fibroblasts	Stroma	-1003.49232164617
HumanMelanomaPatient1__cell_4001	1679.59503866642	-6783.16464524317	Fibroblast	Fibroblasts	Stroma	-975.000687164596
HumanMelanomaPatient1__cell_4004	1708.57957119787	-6784.00340719219	Fibroblast	Fibroblasts	Stroma	-998.132073949583
HumanMelanomaPatient1__cell_4006	2052.17821336325	-6788.37479625761	Fibroblast	Fibroblasts	Stroma	-872.031701933028
HumanMelanomaPatient1__cell_4010	1981.84204601824	-6804.0683985891	Fibroblast	Fibroblasts	Stroma	-935.92611670562
HumanMelanomaPatient1__cell_4014	1676.22906578843	-6815.80541809614	Fibroblast	Fibroblasts	Stroma	-953.431098992676
HumanMelanomaPatient1__cell_4017	1844.32336902704	-6826.50225599904	Fibroblast	Fibroblasts	Stroma	-1063.64677049292
HumanMelanomaPatient1__cell_4021	1899.8960021224	-6833.09309483805	Fibroblast	Fibroblasts	Stroma	-1008.07819172224
HumanMelanomaPatient1__cell_4570	4356.41218732748	-6362.18197077048	Fibroblast	Fibroblasts	Inner margin	48.0872036533126
HumanMelanomaPatient1__cell_4625	4527.10341490319	-6420.41988218415	Fibroblast	Fibroblasts	Outer margin	-140.221823558228
HumanMelanomaPatient1__cell_4642	4563.7882887127	-6432.14281669479	Fibroblast	Fibroblasts	Outer margin	-177.821344083917
HumanMelanomaPatient1__cell_4663	4492.82348660516	-6441.83151267897	Fibroblast	Fibroblasts	Outer margin	-126.865993114041
HumanMelanomaPatient1__cell_4675	4578.01852953484	-6445.99269198707	Fibroblast	Fibroblasts	Outer margin	-197.098070926218
HumanMelanomaPatient1__cell_4698	4302.63715410591	-6464.58111442374	Fibroblast	Fibroblasts	Inner margin	31.1997692131268
HumanMelanomaPatient1__cell_4704	4491.85377100559	-6467.57443829906	Fibroblast	Fibroblasts	Outer margin	-139.328074638936
HumanMelanomaPatient1__cell_4738	4529.16229826424	-6504.11681142342	Fibroblast	Fibroblasts	Outer margin	-186.132949670356
HumanMelanomaPatient1__cell_4760	4589.55183019796	-6519.35763779537	Fibroblast	Fibroblasts	Outer margin	-246.59856987925
HumanMelanomaPatient1__cell_4761	4267.11158841938	-6518.09346253719	Fibroblast	Fibroblasts	Outer margin	-41.3204817290616
HumanMelanomaPatient1__cell_4764	4249.97020588637	-6521.69860413572	Fibroblast	Fibroblasts	Outer margin	-44.0518541914083
HumanMelanomaPatient1__cell_4774	4533.22809591306	-6529.59144258554	Fibroblast	Fibroblasts	Outer margin	-199.693174226382
HumanMelanomaPatient1__cell_4803	4340.81267823957	-6562.38149937985	Fibroblast	Fibroblasts	Outer margin	-95.5495597270427
HumanMelanomaPatient1__cell_4806	4401.93766218613	-6567.15187442469	Fibroblast	Fibroblasts	Outer margin	-124.016016707199
HumanMelanomaPatient1__cell_4808	4388.42247076562	-6570.21471998297	Fibroblast	Fibroblasts	Outer margin	-119.070312168273
HumanMelanomaPatient1__cell_4813	4415.75005285647	-6574.70268959981	Fibroblast	Fibroblasts	Outer margin	-138.480284147222
HumanMelanomaPatient1__cell_4814	4568.19393292667	-6575.51506347651	Fibroblast	Fibroblasts	Stroma	-252.590712511133
HumanMelanomaPatient1__cell_4816	4635.86137319129	-6581.79426111196	Fibroblast	Fibroblasts	Stroma	-314.649828812013
HumanMelanomaPatient1__cell_4822	4282.30587351911	-6592.44393220194	Fibroblast	Fibroblasts	Outer margin	-92.2085350895345
HumanMelanomaPatient1__cell_4823	4567.20672945949	-6593.75558557858	Fibroblast	Fibroblasts	Stroma	-263.091197615391
HumanMelanomaPatient1__cell_4824	4394.29828180092	-6602.68058377737	Fibroblast	Fibroblasts	Outer margin	-150.444888392796
HumanMelanomaPatient1__cell_4825	4425.41320289819	-6601.32108854347	Fibroblast	Fibroblasts	Outer margin	-165.449349446439
HumanMelanomaPatient1__cell_4826	4355.54914992891	-6601.18197422258	Fibroblast	Fibroblasts	Outer margin	-136.312569532937
HumanMelanomaPatient1__cell_4830	4488.68175534145	-6607.08388341606	Fibroblast	Fibroblasts	Outer margin	-208.700717677786
HumanMelanomaPatient1__cell_4836	4373.53270760354	-6617.89429719138	Fibroblast	Fibroblasts	Outer margin	-156.977811359862
HumanMelanomaPatient1__cell_4840	4380.94682351157	-6625.42821876229	Fibroblast	Fibroblasts	Outer margin	-166.416297767524
HumanMelanomaPatient1__cell_4843	4558.3211589985	-6637.14711980065	Fibroblast	Fibroblasts	Stroma	-283.038915140905
HumanMelanomaPatient1__cell_4846	4374.98022958274	-6635.66084172537	Fibroblast	Fibroblasts	Outer margin	-174.437096241003
HumanMelanomaPatient1__cell_4851	4354.76737462291	-6643.83874085319	Fibroblast	Fibroblasts	Outer margin	-178.168916412355
HumanMelanomaPatient1__cell_4852	4345.11124238652	-6645.6772488671	Fibroblast	Fibroblasts	Outer margin	-173.236542978338
HumanMelanomaPatient1__cell_4857	4412.21605343654	-6649.65149419074	Fibroblast	Fibroblasts	Outer margin	-200.553506870247
HumanMelanomaPatient1__cell_4858	4462.26296500115	-6650.19554498988	Fibroblast	Fibroblasts	Outer margin	-226.653835989983
HumanMelanomaPatient1__cell_4859	4627.52817998754	-6650.08938207737	Fibroblast	Fibroblasts	Stroma	-344.947729825514
HumanMelanomaPatient1__cell_4860	4497.44593607611	-6650.38188919479	Fibroblast	Fibroblasts	Outer margin	-247.573168402171
HumanMelanomaPatient1__cell_4861	4258.35906287914	-6654.9693869471	Fibroblast	Fibroblasts	Outer margin	-135.493862413975
HumanMelanomaPatient1__cell_4863	4204.69496465756	-6659.45122765167	Fibroblast	Fibroblasts	Outer margin	-118.942404744057
HumanMelanomaPatient1__cell_4864	4555.33180488401	-6659.13650390223	Fibroblast	Fibroblasts	Stroma	-292.193336399751
HumanMelanomaPatient1__cell_4868	4308.38184579695	-6662.1681602629	Fibroblast	Fibroblasts	Outer margin	-155.062956369689
HumanMelanomaPatient1__cell_4869	4521.27610680628	-6668.90825582764	Fibroblast	Fibroblasts	Stroma	-276.79666148454
HumanMelanomaPatient1__cell_4871	4654.56035875168	-6666.54530974988	Fibroblast	Fibroblasts	Stroma	-376.493988121409
HumanMelanomaPatient1__cell_4872	4543.70043843734	-6677.7678314788	Fibroblast	Fibroblasts	Stroma	-297.422094137092
HumanMelanomaPatient1__cell_4874	4663.80803932784	-6682.08463661347	Fibroblast	Fibroblasts	Stroma	-393.1391629785
HumanMelanomaPatient1__cell_4878	4253.3574655672	-6687.84445823462	Fibroblast	Fibroblasts	Outer margin	-164.028110823483
HumanMelanomaPatient1__cell_4880	4357.21010353174	-6688.44529796895	Fibroblast	Fibroblasts	Outer margin	-208.68508565739
HumanMelanomaPatient1__cell_4881	4673.49319490885	-6688.31066153397	Fibroblast	Fibroblasts	Stroma	-404.625262120873
HumanMelanomaPatient1__cell_4882	4593.55521932908	-6689.5918467107	Fibroblast	Fibroblasts	Stroma	-340.756497756096
HumanMelanomaPatient1__cell_4884	4280.98314373544	-6693.62014191274	Fibroblast	Fibroblasts	Outer margin	-180.16815419831
HumanMelanomaPatient1__cell_4888	4608.54631428658	-6697.06940367234	Fibroblast	Fibroblasts	Stroma	-356.782768720373
HumanMelanomaPatient1__cell_4890	4332.92891099164	-6695.48916262192	Fibroblast	Fibroblasts	Outer margin	-196.117949191749
HumanMelanomaPatient1__cell_4891	4391.22336618911	-6697.80894177152	Fibroblast	Fibroblasts	Outer margin	-238.665105278603
HumanMelanomaPatient1__cell_4894	4259.13569854454	-6697.6573300315	Fibroblast	Fibroblasts	Outer margin	-175.206710269029
HumanMelanomaPatient1__cell_4897	4621.44041103532	-6706.60900892441	Fibroblast	Fibroblasts	Stroma	-372.684245903296
HumanMelanomaPatient1__cell_4904	4355.23298305679	-6712.46948661689	Fibroblast	Fibroblasts	Outer margin	-223.785338445666
HumanMelanomaPatient1__cell_4906	4411.22371146274	-6710.71325598337	Fibroblast	Fibroblasts	Stroma	-256.908466578362
HumanMelanomaPatient1__cell_4907	4343.68587908986	-6712.77229781283	Fibroblast	Fibroblasts	Outer margin	-216.140449702462
HumanMelanomaPatient1__cell_4912	4618.9922326354	-6719.45131366379	Fibroblast	Fibroblasts	Stroma	-378.30771876566
HumanMelanomaPatient1__cell_4915	4407.86600032795	-6719.45998215971	Fibroblast	Fibroblasts	Stroma	-264.159932096374
HumanMelanomaPatient1__cell_4917	4397.09564645185	-6726.88047317013	Fibroblast	Fibroblasts	Stroma	-264.016387228101
HumanMelanomaPatient1__cell_4928	4215.85422212846	-6751.88105240723	Fibroblast	Fibroblasts	Outer margin	-210.746714263584
HumanMelanomaPatient1__cell_4938	4254.16850170865	-6769.7518413692	Fibroblast	Fibroblasts	Outer margin	-239.645409632013
HumanMelanomaPatient1__cell_4939	4339.01054654616	-6767.21183393168	Fibroblast	Fibroblasts	Stroma	-259.363869676416
HumanMelanomaPatient1__cell_4941	4309.43143574994	-6776.66732507365	Fibroblast	Fibroblasts	Stroma	-266.478469595864
HumanMelanomaPatient1__cell_4942	4340.87255352178	-6779.55677144575	Fibroblast	Fibroblasts	Stroma	-271.84734866592
HumanMelanomaPatient1__cell_4943	4411.36907399265	-6780.22725500929	Fibroblast	Fibroblasts	Stroma	-291.135138177518
HumanMelanomaPatient1__cell_4944	4250.83613205467	-6783.78621106886	Fibroblast	Fibroblasts	Stroma	-251.55820693893
HumanMelanomaPatient1__cell_4947	4276.09583421291	-6788.12487406469	Fibroblast	Fibroblasts	Stroma	-265.194723043884
HumanMelanomaPatient1__cell_4949	4335.78610205502	-6788.47050103182	Fibroblast	Fibroblasts	Stroma	-274.31223156903
HumanMelanomaPatient1__cell_4951	4213.6428720326	-6803.66986436722	Fibroblast	Fibroblasts	Outer margin	-248.883973748102
HumanMelanomaPatient1__cell_4953	4446.69048072773	-6811.91379914989	Fibroblast	Fibroblasts	Stroma	-275.449725237294
HumanMelanomaPatient1__cell_4954	4283.90489828388	-6823.033042713	Fibroblast	Fibroblasts	Outer margin	-240.72431748562
HumanMelanomaPatient1__cell_4955	4252.91878253431	-6818.24370546156	Fibroblast	Fibroblasts	Outer margin	-245.585712956893
HumanMelanomaPatient1__cell_4956	4337.82988800865	-6825.47206165995	Fibroblast	Fibroblasts	Outer margin	-240.437690102998
HumanMelanomaPatient1__cell_4996	4323.36827506949	-6400.41459821867	Fibroblast	Fibroblasts	Inner margin	66.1990101207188
HumanMelanomaPatient1__cell_5045	4323.99667892916	-6429.509973732	Fibroblast	Fibroblasts	Inner margin	43.5497750969112
HumanMelanomaPatient1__cell_5054	4487.18465901516	-6436.50918118613	Fibroblast	Fibroblasts	Outer margin	-119.130174495434
HumanMelanomaPatient1__cell_5072	4333.6062210597	-6454.52961210432	Fibroblast	Fibroblasts	Inner margin	19.8649514326533
HumanMelanomaPatient1__cell_5080	4286.72386633808	-6458.90144785135	Fibroblast	Fibroblasts	Inner margin	40.6584690780178
HumanMelanomaPatient1__cell_5092	4327.82221443089	-6467.71911923828	Fibroblast	Fibroblasts	Inner margin	15.2650980001194
HumanMelanomaPatient1__cell_5095	4495.62559723864	-6472.94978385711	Fibroblast	Fibroblasts	Outer margin	-144.327105085156
HumanMelanomaPatient1__cell_5123	4548.3127455164	-6490.62192089434	Fibroblast	Fibroblasts	Outer margin	-197.346912888128
HumanMelanomaPatient1__cell_5196	4506.54604553327	-6562.1191072534	Fibroblast	Fibroblasts	Outer margin	-195.363798068447
HumanMelanomaPatient1__cell_5199	4348.41293149806	-6563.04342541587	Fibroblast	Fibroblasts	Outer margin	-97.5228228548538
HumanMelanomaPatient1__cell_5200	4216.35400434752	-6563.76580801459	Fibroblast	Fibroblasts	Outer margin	-41.3103578594508
